time,temp_c,rh_pct,wind_ms,solar_wm2,wet_bulb_c,globe_temp_c,WBGT,risk_construction_laborer,risk_rickshaw_driver,risk_truck_driver,risk_road_paver,risk_street_vendor,risk_delivery_rider,risk_sabzi_mandi_seller,risk_shoe_shiner,risk_kabari_wala,risk_agricultural_worker,risk_cotton_picker,risk_fisherman,risk_salt_pan_worker,risk_garbage_collector,risk_sweeper,risk_naali_safai,risk_sewage_worker,risk_brick_kiln_worker,risk_tandoor_baker,risk_textile_mill_worker,risk_glass_factory_worker,risk_steel_furnace_worker,risk_cement_factory_worker,risk_ice_factory_worker,OMGI
2015-06-18 00:00:00,29.4,83,4.02,0.0,26.99977809597888,20.644,25.968644667185213,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,4.0
2015-06-18 01:00:00,29.2,84,4.1,0.0,26.953650200281512,20.22,25.83155514019706,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,3.8
2015-06-18 02:00:00,29.0,86,4.21,0.0,27.052447731831304,19.712000000000003,25.77911341228191,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,3.8
2015-06-18 03:00:00,28.9,86,3.8,0.0,26.954909777264508,20.76,25.910436844085154,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,3.9
2015-06-18 04:00:00,28.8,87,3.93,0.0,27.00285340417959,20.296,25.84119738292571,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,3.8
2015-06-18 05:00:00,28.7,87,3.96,0.0,26.905070907621965,20.112,25.725949635335372,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,3.7
2015-06-18 06:00:00,28.7,87,3.53,2.0,26.905070907621965,21.3394,25.97142963533537,MODERATE,SAFE,SAFE,MODERATE,SAFE,SAFE,SAFE,SAFE,SAFE,MODERATE,MODERATE,SAFE,HIGH,MODERATE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,SAFE,HIGH,HIGH,MODERATE,SAFE,4.0
2015-06-18 07:00:00,29.1,84,3.55,72.0,26.856610645100623,22.5024,26.210107451570437,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.2
2015-06-18 08:00:00,30.2,75,3.28,238.0,26.558636373998997,26.300600000000003,26.871165461799293,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.9
2015-06-18 09:00:00,31.8,64,3.18,432.0,26.287546228110426,30.4504,27.671362359677296,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.7
2015-06-18 10:00:00,33.5,55,2.62,629.0,26.241013912752678,36.0233,28.923369738926876,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.9
2015-06-18 11:00:00,35.1,49,2.21,781.0,26.482576103191068,40.5497,30.15774327223375,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.2
2015-06-18 12:00:00,35.8,48,2.77,846.0,26.877573568413112,40.4422,30.48274149788917,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.5
2015-06-18 13:00:00,36.4,47,4.0,874.0,27.179672590985387,37.9258,30.25093081368977,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.3
2015-06-18 14:00:00,36.6,47,4.74,846.0,27.348998778729683,35.726200000000006,29.94953914511078,HIGH,MODERATE,MODERATE,EXTREME,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,HIGH,HIGH,HIGH,EXTREME,HIGH,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,7.9
2015-06-18 15:00:00,36.2,48,4.81,721.0,27.21800263706884,33.6677,29.40614184594819,HIGH,MODERATE,MODERATE,EXTREME,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,HIGH,HIGH,HIGH,EXTREME,HIGH,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,7.4
2015-06-18 16:00:00,35.7,51,4.84,600.0,27.39669302115012,31.668000000000006,29.08128511480508,HIGH,MODERATE,MODERATE,EXTREME,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,HIGH,HIGH,HIGH,EXTREME,HIGH,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,7.1
2015-06-18 17:00:00,35.2,53,4.08,435.0,27.35417301918743,31.365500000000004,28.9410211134312,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.9
2015-06-18 18:00:00,34.3,57,4.74,227.0,27.314769630765053,26.1839,27.787118741535537,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.8
2015-06-18 19:00:00,33.0,64,4.85,65.0,27.38238144609489,22.6805,27.003767012266422,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.0
2015-06-18 20:00:00,32.1,69,4.49,4.0,27.388833249860426,22.0748,26.797143274902297,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.8
2015-06-18 21:00:00,31.5,73,4.44,0.0,27.472422588790987,21.568,26.69429581215369,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.7
2015-06-18 22:00:00,31.1,77,4.6,0.0,27.72204936012404,20.72,26.659434552086825,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.7
2015-06-18 23:00:00,30.8,79,4.31,0.0,27.74446229794733,21.232000000000003,26.747523608563128,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.7
2015-06-19 00:00:00,30.4,80,3.93,0.0,27.51370512547847,21.896,26.678793587834928,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.7
2015-06-19 01:00:00,30.2,82,3.67,0.0,27.62368765931691,22.424,26.84138136152184,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.8
2015-06-19 02:00:00,30.0,82,3.59,0.0,27.430631381990413,22.448,26.69104196739329,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.7
2015-06-19 03:00:00,29.9,83,2.65,0.0,27.48370556264545,24.98,27.224593893851814,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.2
2015-06-19 04:00:00,29.7,83,2.6,0.0,27.29013461792561,24.92,27.057094232547925,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.1
2015-06-19 05:00:00,29.6,84,2.57,0.0,27.341808283513853,24.904000000000003,27.0800657984597,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.1
2015-06-19 06:00:00,29.5,85,2.68,2.0,27.3926216225108,24.5194,27.02871513575756,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.0
2015-06-19 07:00:00,30.0,82,2.92,74.0,27.430631381990413,25.1898,27.239401967393285,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.2
2015-06-19 08:00:00,31.2,73,2.92,244.0,27.19026944442654,28.3788,27.82894861109858,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.8
2015-06-19 09:00:00,32.7,63,2.86,436.0,26.93845874937229,32.2932,28.5855611245606,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.6
2015-06-19 10:00:00,34.2,55,2.75,631.0,26.85699316205,36.3827,29.496435213435,HIGH,MODERATE,MODERATE,EXTREME,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,HIGH,HIGH,HIGH,EXTREME,HIGH,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,7.5
2015-06-19 11:00:00,35.6,49,2.73,784.0,26.91029193186541,39.628800000000005,30.32296435230579,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.3
2015-06-19 12:00:00,36.6,44,2.81,886.0,26.706937746862295,41.5982,30.674496422803607,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.7
2015-06-19 13:00:00,37.4,42,3.2,921.0,26.924893568653424,41.7157,30.9305654980574,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.9
2015-06-19 14:00:00,37.9,42,4.29,891.0,27.33643187206003,38.8127,30.688042310442015,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.7
2015-06-19 15:00:00,37.3,43,6.02,764.0,27.06758751164484,31.8828,29.053871258151386,HIGH,MODERATE,MODERATE,EXTREME,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,HIGH,HIGH,HIGH,EXTREME,HIGH,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,7.1
2015-06-19 16:00:00,36.3,46,6.31,524.0,26.884703859613985,27.2628,27.901852701729783,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.9
2015-06-19 17:00:00,35.7,49,6.23,409.0,26.99583499806438,25.541300000000003,27.575344498645062,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.6
2015-06-19 18:00:00,34.5,54,6.09,236.0,26.93312500782338,22.709200000000003,26.845027505476367,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.8
2015-06-19 19:00:00,33.2,62,5.72,66.0,27.220021984157825,20.456200000000003,26.46525538891048,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.5
2015-06-19 20:00:00,32.4,67,5.13,4.0,27.336995237519577,20.5828,26.492456666263703,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.5
2015-06-19 21:00:00,31.9,71,4.69,0.0,27.527304460906347,21.268,26.712713122634444,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.7
2015-06-19 22:00:00,31.5,74,4.3,0.0,27.63092146613379,21.96,26.88364502629365,MODERATE,SAFE,SAFE,HIGH,SAFE,MODERATE,SAFE,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,4.9
2015-06-19 23:00:00,31.2,77,4.08,0.0,27.81723877309741,22.276,27.047267141168188,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.0
2015-06-20 00:00:00,31.0,79,3.83,0.0,27.935933529365013,22.776,27.210353470555507,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.2
2015-06-20 01:00:00,30.8,80,3.45,0.0,27.897718302587325,23.64,27.336402811811126,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.3
2015-06-20 02:00:00,30.6,81,2.92,0.0,27.857975350485564,24.924,27.545382745339893,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.5
2015-06-20 03:00:00,30.4,82,3.09,0.0,27.81674388001377,24.248,27.36132071600964,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.4
2015-06-20 04:00:00,30.2,83,2.73,0.0,27.77406187559929,25.056,27.473043312919504,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.5
2015-06-20 05:00:00,30.1,84,2.69,0.0,27.82700558091001,25.068,27.50250390663701,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.5
2015-06-20 06:00:00,30.0,84,2.56,2.0,27.72996614849679,25.3554,27.48205630394775,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.5
2015-06-20 07:00:00,30.7,80,2.72,72.0,27.801715030461136,26.4264,27.816480521322795,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.8
2015-06-20 08:00:00,32.2,69,3.16,235.0,27.481679415019816,28.6015,28.177475590513872,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.2
2015-06-20 09:00:00,34.1,58,3.42,436.0,27.319320781727985,32.1252,28.958564547209587,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,7.0
2015-06-20 10:00:00,35.9,49,3.64,627.0,27.16692103186415,35.5439,29.715624722304906,HIGH,MODERATE,MODERATE,EXTREME,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,HIGH,HIGH,HIGH,EXTREME,HIGH,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,7.7
2015-06-20 11:00:00,37.4,43,3.86,776.0,27.15038533493053,38.1712,30.379509734451368,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.4
2015-06-20 12:00:00,38.4,39,3.96,864.0,27.038662082371843,39.9208,30.751223457660288,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.8
2015-06-20 13:00:00,39.1,37,4.2,863.0,27.10716841250847,39.93710000000001,30.87243788875593,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.9
2015-06-20 14:00:00,39.4,36,4.57,827.0,27.090590774090863,38.7799,30.659393541863604,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.7
2015-06-20 15:00:00,39.3,37,4.65,780.0,27.26656010385616,37.90599999999999,30.597792072699303,HIGH,HIGH,MODERATE,EXTREME,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,EXTREME,HIGH,EXTREME,HIGH,HIGH,EXTREME,EXTREME,EXTREME,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,8.6
2015-06-20 16:00:00,38.3,41,5.35,574.0,27.43283524499096,32.5358,29.54014467149367,HIGH,MODERATE,MODERATE,EXTREME,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,HIGH,HIGH,HIGH,EXTREME,HIGH,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,7.5
2015-06-20 17:00:00,37.0,46,3.75,462.0,27.474176951505918,34.4054,29.81300386605414,HIGH,MODERATE,MODERATE,EXTREME,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,EXTREME,HIGH,HIGH,HIGH,EXTREME,HIGH,EXTREME,HIGH,EXTREME,EXTREME,HIGH,HIGH,7.8
2015-06-20 18:00:00,35.7,51,3.69,212.0,27.39669302115012,30.348400000000005,28.81736511480508,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.8
2015-06-20 19:00:00,34.6,58,4.61,71.0,27.76497234962699,25.0227,27.90002064473889,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.9
2015-06-20 20:00:00,33.3,68,4.39,4.0,28.335396311311676,23.5548,27.875737417918167,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.9
2015-06-20 21:00:00,32.6,72,3.95,0.0,28.34460058408729,24.04,27.909220408861103,MODERATE,MODERATE,SAFE,HIGH,SAFE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,EXTREME,MODERATE,MODERATE,5.9
2015-06-20 22:00:00,32.2,75,3.45,0.0,28.45119932225398,25.040000000000003,28.143839525577786,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.1
2015-06-20 23:00:00,31.9,76,3.22,0.0,28.325733192005263,25.384,28.094813234403684,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.1
2015-06-21 00:00:00,31.8,75,2.61,0.0,28.07268726388053,26.992,28.22928108471637,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.2
2015-06-21 01:00:00,31.7,75,2.22,0.0,27.978059208364535,27.984,28.35144144585518,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,EXTREME,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,EXTREME,EXTREME,HIGH,MODERATE,6.4
